municipality,year,inc
Brøndby,2018,324906.0
Gentofte,2018,691512.0
Gladsaxe,2018,412402.0
Glostrup,2018,369364.0
Herlev,2018,393380.0
Hvidovre,2018,363279.0
Høje-Taastrup,2018,355220.0
Ishøj,2018,296521.0
Lyngby-Taarbæk,2018,524766.0
Rødovre,2018,373763.0
Vallensbæk,2018,381379.0
Allerød,2018,478786.0
Egedal,2018,438391.0
Fredensborg,2018,495465.0
Frederikssund,2018,406068.0
Furesø,2018,509816.0
Gribskov,2018,390202.0
Halsnæs,2018,369637.0
Helsingør,2018,455455.0
Hillerød,2018,437513.0
Hørsholm,2018,641727.0
Rudersdal,2018,632619.0
Bornholm,2018,335507.0
Greve,2018,417120.0
Køge,2018,393572.0
Lejre,2018,420458.0
Roskilde,2018,441558.0
Solrød,2018,479175.0
Faxe,2018,344006.0
Guldborgsund,2018,345804.0
Holbæk,2018,390527.0
Kalundborg,2018,370590.0
Lolland,2018,381141.0
Næstved,2018,382029.0
Odsherred,2018,323734.0
Ringsted,2018,374271.0
Slagelse,2018,353179.0
Sorø,2018,400788.0
Stevns,2018,375224.0
Vordingborg,2018,368286.0
Assens,2018,360770.0
Faaborg-Midtfyn,2018,362486.0
Kerteminde,2018,385238.0
Langeland,2018,275875.0
Middelfart,2018,405851.0
Nordfyns,2018,347589.0
Nyborg,2018,376115.0
Odense,2018,356936.0
Svendborg,2018,377698.0
Ærø,2018,263444.0
Billund,2018,381578.0
Esbjerg,2018,385171.0
Fanø,2018,363118.0
Fredericia,2018,392988.0
Haderslev,2018,380082.0
Kolding,2018,388803.0
Sønderborg,2018,378943.0
Tønder,2018,328519.0
Varde,2018,364013.0
Vejen,2018,342837.0
Vejle,2018,412493.0
Aabenraa,2018,361581.0
Favrskov,2018,400013.0
Hedensted,2018,400029.0
Horsens,2018,378716.0
Norddjurs,2018,320250.0
Odder,2018,395005.0
Randers,2018,368517.0
Samsø,2018,339832.0
Silkeborg,2018,416337.0
Skanderborg,2018,427521.0
Syddjurs,2018,356909.0
Aarhus,2018,385540.0
Herning,2018,414283.0
Holstebro,2018,390874.0
Ikast-Brande,2018,322948.0
Lemvig,2018,341839.0
Ringkøbing-Skjern,2018,344503.0
Skive,2018,355515.0
Struer,2018,373889.0
Viborg,2018,391856.0
Brønderslev,2018,358599.0
Frederikshavn,2018,380931.0
Hjørring,2018,432118.0
Jammerbugt,2018,345481.0
Læsø,2018,300045.0
Mariagerfjord,2018,370850.0
Morsø,2018,362418.0
Rebild,2018,392218.0
Thisted,2018,342736.0
Vesthimmerlands,2018,334574.0
Aalborg,2018,366698.0
Copenhagen,2019,355525.0
Frederiksberg,2019,433786.0
Dragør,2019,519800.0
Tårnby,2019,403253.0
Albertslund,2019,342374.0
Ballerup,2019,435454.0
Brøndby,2019,341275.0
Gentofte,2019,756289.0
Gladsaxe,2019,428359.0
Glostrup,2019,384683.0
Herlev,2019,409081.0
Hvidovre,2019,378575.0
Høje-Taastrup,2019,361382.0
Ishøj,2019,308305.0
Lyngby-Taarbæk,2019,548904.0
Rødovre,2019,385054.0
Vallensbæk,2019,401054.0
Allerød,2019,501823.0
Egedal,2019,444887.0
Fredensborg,2019,499152.0
Frederikssund,2019,412488.0
Furesø,2019,530498.0
Gribskov,2019,402621.0
Halsnæs,2019,360047.0
Helsingør,2019,473142.0
Hillerød,2019,449699.0
Hørsholm,2019,678539.0
Rudersdal,2019,664302.0
Bornholm,2019,380322.0
Greve,2019,427772.0
Køge,2019,408865.0
Lejre,2019,435343.0
Roskilde,2019,448565.0
Solrød,2019,490358.0
Faxe,2019,372453.0
Guldborgsund,2019,358200.0
Holbæk,2019,404331.0
Kalundborg,2019,379906.0
Lolland,2019,344893.0
Næstved,2019,401469.0
Odsherred,2019,339918.0
Ringsted,2019,379135.0
Slagelse,2019,369786.0
Sorø,2019,399532.0
Stevns,2019,376094.0
Vordingborg,2019,358564.0
Assens,2019,352148.0
Faaborg-Midtfyn,2019,349100.0
Kerteminde,2019,384356.0
Langeland,2019,280535.0
Middelfart,2019,413136.0
Nordfyns,2019,350070.0
Nyborg,2019,371184.0
Odense,2019,363101.0
Svendborg,2019,402099.0
Ærø,2019,267989.0
Billund,2019,399758.0
Esbjerg,2019,393555.0
Fanø,2019,350341.0
Fredericia,2019,407286.0
Haderslev,2019,387535.0
Kolding,2019,404089.0
Sønderborg,2019,387749.0
Tønder,2019,340343.0
Varde,2019,365825.0
Vejen,2019,353896.0
Vejle,2019,428364.0
Aabenraa,2019,372189.0
Favrskov,2019,409498.0
Hedensted,2019,389800.0
Horsens,2019,383936.0
Norddjurs,2019,308551.0
Odder,2019,404852.0
Randers,2019,375978.0
Samsø,2019,318051.0
Silkeborg,2019,418762.0
Skanderborg,2019,434199.0
Syddjurs,2019,373032.0
Aarhus,2019,399313.0
Herning,2019,401606.0
Holstebro,2019,401106.0
Ikast-Brande,2019,339375.0
Lemvig,2019,344996.0
Ringkøbing-Skjern,2019,352643.0
Skive,2019,390832.0
Struer,2019,395544.0
Viborg,2019,401129.0
Brønderslev,2019,357765.0
Frederikshavn,2019,391717.0
Hjørring,2019,421031.0
Jammerbugt,2019,364905.0
Læsø,2019,332580.0
Mariagerfjord,2019,384453.0
Morsø,2019,373933.0
Rebild,2019,420530.0
Thisted,2019,390957.0
Vesthimmerlands,2019,346188.0
Aalborg,2019,374030.0
Copenhagen,2020,376029.0
Frederiksberg,2020,464703.0
Dragør,2020,535535.0
Tårnby,2020,429736.0
Albertslund,2020,356920.0
Ballerup,2020,456660.0
Brøndby,2020,351302.0
Gentofte,2020,755666.0
Gladsaxe,2020,454532.0
Glostrup,2020,396117.0
Herlev,2020,419822.0
Hvidovre,2020,393755.0
Høje-Taastrup,2020,367079.0
Ishøj,2020,339514.0
Lyngby-Taarbæk,2020,571216.0
Rødovre,2020,400494.0
Vallensbæk,2020,410931.0
Allerød,2020,507785.0
Egedal,2020,463529.0
Fredensborg,2020,515999.0
Frederikssund,2020,437818.0
Furesø,2020,535419.0
Gribskov,2020,411749.0
Halsnæs,2020,377704.0
Helsingør,2020,493627.0
Hillerød,2020,465792.0
Hørsholm,2020,706580.0
Rudersdal,2020,697419.0
Bornholm,2020,349926.0
Greve,2020,447212.0
Køge,2020,433057.0
Lejre,2020,443404.0
Roskilde,2020,465941.0
Solrød,2020,502823.0
Faxe,2020,390499.0
Guldborgsund,2020,370855.0
Holbæk,2020,412029.0
Kalundborg,2020,388431.0
Lolland,2020,354255.0
Næstved,2020,415898.0
Odsherred,2020,348611.0
Ringsted,2020,397942.0
Slagelse,2020,372564.0
Sorø,2020,403688.0
Stevns,2020,392110.0
Vordingborg,2020,384963.0
Assens,2020,366068.0
Faaborg-Midtfyn,2020,370971.0
Kerteminde,2020,386569.0
Langeland,2020,275790.0
Middelfart,2020,425417.0
Nordfyns,2020,364707.0
Nyborg,2020,378040.0
Odense,2020,377906.0
Svendborg,2020,397825.0
Ærø,2020,286824.0
Billund,2020,409677.0
Esbjerg,2020,405895.0
Fanø,2020,386860.0
Fredericia,2020,420642.0
Haderslev,2020,401967.0
Kolding,2020,420405.0
Sønderborg,2020,398088.0
Tønder,2020,341011.0
Varde,2020,377723.0
Vejen,2020,374552.0
Vejle,2020,445198.0
Aabenraa,2020,386244.0
Favrskov,2020,426870.0
Hedensted,2020,407862.0
Horsens,2020,402600.0
Norddjurs,2020,331181.0
Odder,2020,410167.0
Randers,2020,394352.0
Samsø,2020,345920.0
Silkeborg,2020,434693.0
Skanderborg,2020,447094.0
Syddjurs,2020,387835.0
Aarhus,2020,412444.0
Herning,2020,412025.0
Holstebro,2020,431834.0
Ikast-Brande,2020,355724.0
Lemvig,2020,363971.0
Ringkøbing-Skjern,2020,367861.0
Skive,2020,396359.0
Struer,2020,385863.0
Viborg,2020,414755.0
Brønderslev,2020,374837.0
Frederikshavn,2020,397768.0
Hjørring,2020,420301.0
Jammerbugt,2020,368908.0
Læsø,2020,315460.0
Mariagerfjord,2020,414327.0
Morsø,2020,372945.0
Rebild,2020,417911.0
Thisted,2020,381171.0
Vesthimmerlands,2020,353696.0
Aalborg,2020,386210.0
Copenhagen,2021,403607.0
Frederiksberg,2021,498460.0
Dragør,2021,571133.0
Tårnby,2021,450045.0
Albertslund,2021,378128.0
Ballerup,2021,469229.0
Brøndby,2021,372849.0
Gentofte,2021,880805.0
Gladsaxe,2021,474243.0
Glostrup,2021,427641.0
Herlev,2021,435816.0
Hvidovre,2021,419038.0
Høje-Taastrup,2021,384345.0
Ishøj,2021,357053.0
Lyngby-Taarbæk,2021,630145.0
Rødovre,2021,415505.0
Vallensbæk,2021,430686.0
Allerød,2021,531490.0
Egedal,2021,526796.0
Fredensborg,2021,556001.0
Frederikssund,2021,442511.0
Furesø,2021,564503.0
Gribskov,2021,438715.0
Halsnæs,2021,388840.0
Helsingør,2021,511247.0
Hillerød,2021,499156.0
Hørsholm,2021,732779.0
Rudersdal,2021,772437.0
Bornholm,2021,358941.0
Greve,2021,456973.0
Køge,2021,448527.0
Lejre,2021,449475.0
Roskilde,2021,489877.0
Solrød,2021,535054.0
Faxe,2021,395317.0
Guldborgsund,2021,392782.0
Holbæk,2021,438735.0
Kalundborg,2021,407130.0
Lolland,2021,376976.0
Næstved,2021,439792.0
Odsherred,2021,358597.0
Ringsted,2021,408548.0
Slagelse,2021,392875.0
Sorø,2021,425747.0
Stevns,2021,413582.0
Vordingborg,2021,405778.0
Assens,2021,388854.0
Faaborg-Midtfyn,2021,375708.0
Kerteminde,2021,426619.0
Langeland,2021,304643.0
Middelfart,2021,453670.0
Nordfyns,2021,374343.0
Nyborg,2021,396075.0
Odense,2021,398152.0
Svendborg,2021,409056.0
Ærø,2021,281218.0
Billund,2021,424035.0
Esbjerg,2021,432882.0
Fanø,2021,412848.0
Fredericia,2021,442558.0
Haderslev,2021,407725.0
Kolding,2021,437659.0
Sønderborg,2021,428456.0
Tønder,2021,360948.0
Varde,2021,401360.0
Vejen,2021,378366.0
Vejle,2021,471149.0
Aabenraa,2021,398490.0
Favrskov,2021,448839.0
Hedensted,2021,409947.0
Horsens,2021,416814.0
Norddjurs,2021,347063.0
Odder,2021,434691.0
Randers,2021,409526.0
Samsø,2021,359557.0
Silkeborg,2021,453905.0
Skanderborg,2021,480342.0
Syddjurs,2021,423364.0
Aarhus,2021,435146.0
Herning,2021,429088.0
Holstebro,2021,452829.0
Ikast-Brande,2021,363745.0
Lemvig,2021,352746.0
Ringkøbing-Skjern,2021,377254.0
Skive,2021,414045.0
Struer,2021,412005.0
Viborg,2021,433396.0
Brønderslev,2021,394621.0
Frederikshavn,2021,412597.0
Hjørring,2021,431941.0
Jammerbugt,2021,402473.0
Læsø,2021,333887.0
Mariagerfjord,2021,407737.0
Morsø,2021,404168.0
Rebild,2021,436624.0
Thisted,2021,386473.0
Vesthimmerlands,2021,365885.0
Aalborg,2021,403887.0
